#物品编号,类型,图标编号,名字,颜色,负重,装备类别,最小物防,最大物防,最小魔防,最大魔防,最小物攻,最大物攻,最小魔攻,最大魔攻,最小道攻,最大道攻,幸运,诅咒,命中,闪避,魔法闪避,中毒闪避,HP上限,MP上限,HP上限百分比,MP上限百分比,神圣攻击,暴击几率,暴击力,掉落守护,限制类型,等级限制,出售价格,转生等级限制,品质,职业,性别,装备组,装备对比,帮会捐献值,摧毁提示,装备内功,装备背景,回收金币,回收经验,回收血符,是否可使用,能否销毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,物品描述,获取途径
#type_id,sub_type,icon_id,name,color,weight,equip_type,ac(物防),ac2,mac魔防,mac2,dc（战攻）,dc2,mc（魔攻）,mc2,sc（道攻）,sc2,luck,curse,accuracy,dodge,anti_magic,anti_poison,max_hp,max_mp,max_hp_pres,max_mp_pres,holy_damage,baoji_prob,baoji_pres,drop_luck,need,needlevel,price,need_zslevel,equip_level,job,gender,equip_group,equip_comp,equip_contribute,destory_show,add_power,item_bg,recycle_money,recycle_exp,recycle_xuefu,can_use,can_destroy,can_depot,can_push,bag_show,times_limit,func_id,func_params,desp,source
11101041,1,11101041,灯笼项链,0,0,4,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1000,0,0,1,0,1,0,0,0,0,0,10,3000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11101051,1,11101051,金手镯,0,0,5,2,3,2,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1000,0,0,1,0,1,0,0,0,0,0,10,3000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11101061,1,11101061,金戒指,0,0,6,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1000,0,0,1,0,1,0,0,0,0,0,10,3000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11101071,1,11101071,兽皮腰带,0,0,7,4,6,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1000,0,0,1,0,1,0,0,0,0,0,10,3000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11101081,1,11101081,布靴子,0,0,8,2,4,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1000,0,0,1,0,1,0,0,0,0,0,10,3000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102011,1,11102011,凌霜,0,0,1,0,0,0,0,39,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,0,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102021,1,11101021,中型盔甲（男）,0,0,2,18,30,18,30,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,1,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102091,1,11101091,中型盔甲（女）,0,0,2,18,30,18,30,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,2,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102031,1,11102031,骷髅头盔,0,0,3,9,15,9,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,0,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102041,1,11102041,魔鬼项链,0,0,4,0,0,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,0,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102051,1,11102051,死神手套,0,0,5,3,6,3,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,0,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102061,1,11102061,降妖除魔戒指,0,0,6,0,0,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,0,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102071,1,11102071,青铜腰带,0,0,7,6,10,6,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,0,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11102081,1,11102081,鹿皮靴子,0,0,8,4,7,4,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,0,0,1,0,2,0,0,0,0,0,10,10000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103011,1,11103011,井中月,0,0,1,0,0,0,0,54,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,0,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103021,1,11102021,重盔甲（男）,0,0,2,25,41,25,41,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,1,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103091,1,11102091,重盔甲（女）,0,0,2,25,41,25,41,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,2,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103031,1,11103031,黑铁头盔,0,0,3,12,20,12,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,0,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103041,1,11103041,蓝翡翠项链,0,0,4,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,0,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103051,1,11103051,坚固手套,0,0,5,5,8,5,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,0,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103061,1,11103061,力量戒指,0,0,6,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,0,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103071,1,11102071,钢铁腰带,0,0,7,8,14,8,14,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,0,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11103081,1,11103081,紫绸靴子,0,0,8,6,10,6,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3000,0,1,1,0,3,0,0,0,0,1,10,30000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104011,1,11104011,怒斩,0,0,1,0,0,0,0,84,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,0,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104021,1,11104021,未命名,0,0,2,38,64,38,64,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,1,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104091,1,11104091,未命名,0,0,2,38,64,38,64,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,2,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104031,1,11104031,未命名,0,0,3,19,32,19,32,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,0,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104041,1,11104041,未命名,0,0,4,0,0,0,0,29,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,0,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104051,1,11104051,未命名,0,0,5,7,12,7,12,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,0,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104061,1,11104061,未命名,0,0,6,0,0,0,0,29,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,0,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104071,1,11104071,未命名,0,0,7,13,22,13,22,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,0,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11104081,1,11104081,未命名,0,0,8,9,16,9,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4000,0,1,1,0,4,0,0,0,0,1,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105011,1,11105011,裁决,0,0,1,0,0,0,0,124,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,0,5,0,0,0,0,2,10,60000,50,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105021,1,11102021,战神盔甲（男）,0,0,2,57,95,57,95,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,1,5,0,0,0,0,2,10,60000,50,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105091,1,11102091,战神盔甲（女）,0,0,2,57,95,57,95,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,2,5,0,0,0,0,2,10,60000,50,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105031,1,11105031,圣战头盔,0,0,3,28,47,28,47,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,0,5,0,0,0,0,2,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105041,1,11105041,圣战项链,0,0,4,0,0,0,0,42,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,0,5,0,0,0,0,2,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105051,1,11105051,圣战手镯,0,0,5,11,19,11,19,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,0,5,0,0,0,0,2,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105061,1,11105061,圣战戒指,0,0,6,0,0,0,0,42,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,0,5,0,0,0,0,2,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105071,1,11105071,圣战腰带,0,0,7,20,33,20,33,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,0,5,0,0,0,0,2,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11105081,1,11105081,圣战靴子,0,0,8,14,23,14,23,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,0,2,1,0,5,0,0,0,0,2,10,60000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106011,1,11106011,屠龙,0,0,1,0,0,0,0,174,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,0,6,0,0,0,0,2,0,100000,100,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106021,1,11103021,战圣宝甲（男）,0,0,2,80,133,80,133,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,1,6,0,0,0,0,2,0,100000,100,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106091,1,11103091,战圣宝甲（女）,0,0,2,80,133,80,133,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,2,6,0,0,0,0,2,0,100000,100,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106031,1,11106031,雷霆头盔,0,0,3,40,66,40,66,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,0,6,0,0,0,0,2,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106041,1,11106041,雷霆项链,0,0,4,0,0,0,0,59,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,0,6,0,0,0,0,2,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106051,1,11106051,雷霆手镯,0,0,5,16,26,16,26,39,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,0,6,0,0,0,0,2,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106061,1,11106061,雷霆战戒,0,0,6,0,0,0,0,59,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,0,6,0,0,0,0,2,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106071,1,11106071,雷霆腰带,0,0,7,28,46,28,46,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,0,6,0,0,0,0,2,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11106081,1,11106081,雷霆战靴,0,0,8,20,33,20,33,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6000,0,2,1,0,6,0,0,0,0,2,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107011,1,11107011,开天之刃,0,0,1,0,0,0,0,236,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,0,7,0,2000,0,0,3,0,99999,300,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107021,1,11107021,雷霆战甲,0,0,2,108,181,108,181,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,1,7,0,800,0,0,3,0,99999,300,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107091,1,11107091,雷霆战袍,0,0,2,108,181,108,181,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,2,7,0,800,0,0,3,0,99999,300,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107031,1,11107031,星王战盔,0,0,3,54,90,54,90,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,0,7,0,500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107041,1,11107041,星王战链,0,0,4,0,0,0,0,81,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,0,7,0,500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107051,1,11107051,星王战镯,0,0,5,21,36,21,36,54,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,0,7,0,500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107061,1,11107061,星王战戒,0,0,6,0,0,0,0,81,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,0,7,0,500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107071,1,11107071,星王战带,0,0,7,38,63,38,63,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,0,7,0,500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11107081,1,11107081,星王战靴,0,0,8,27,45,27,45,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,1,0,7,0,500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108011,1,11108011,血天刃,0,0,1,0,0,0,0,311,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,0,8,0,6000,0,0,3,0,99999,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108021,1,11108021,钢衬战甲,0,0,2,143,238,143,238,53,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,1,8,0,3000,0,0,3,0,99999,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108091,1,11108091,钢衬战袍,0,0,2,143,238,143,238,53,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,2,8,0,3000,0,0,3,0,99999,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108031,1,11108031,狂雷头盔,0,0,3,71,119,71,119,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,0,8,0,1500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108041,1,11108041,狂雷项链,0,0,4,0,0,0,0,106,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,0,8,0,1500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108051,1,11108051,狂雷手镯,0,0,5,28,47,28,47,71,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,0,8,0,1500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108061,1,11108061,狂雷战戒,0,0,6,0,0,0,0,106,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,0,8,0,1500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108071,1,11108071,狂雷腰带,0,0,7,50,83,50,83,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,0,8,0,1500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11108081,1,11108081,狂雷战靴,0,0,8,35,59,35,59,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,1,0,8,0,1500,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109011,1,11109011,雷霸,0,0,1,0,0,0,0,386,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,0,9,0,40000,0,0,3,0,99999,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109021,1,11109021,坚毅战甲,0,0,2,177,295,177,295,66,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,1,9,0,20000,0,0,3,0,99999,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109091,1,11109091,坚毅战袍,0,0,2,177,295,177,295,66,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,2,9,0,20000,0,0,3,0,99999,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109031,1,11109031,炎龙头盔,0,0,3,88,147,88,147,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,0,9,0,6000,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109041,1,11109041,炎龙项链,0,0,4,0,0,0,0,132,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,0,9,0,6000,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109051,1,11109051,炎龙手镯,0,0,5,35,59,35,59,88,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,0,9,0,6000,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109061,1,11109061,炎龙战戒,0,0,6,0,0,0,0,132,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,0,9,0,6000,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109071,1,11109071,炎龙腰带,0,0,7,62,103,62,103,27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,0,9,0,6000,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11109081,1,11109081,炎龙战靴,0,0,8,44,73,44,73,27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,1,0,9,0,6000,0,0,3,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11110011,1,11110011,破魔之剑,0,0,1,0,0,0,0,473,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,1,0,10,0,99999,0,0,4,0,45000000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11110021,1,11110021,百战战甲,0,0,2,217,362,217,362,81,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,1,1,10,0,50000,0,0,4,0,36000000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11110091,1,11110091,百战战袍,0,0,2,217,362,217,362,81,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,1,2,10,0,50000,0,0,4,0,36000000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11110031,1,11110031,金牛战盔,0,0,3,108,181,108,181,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,1,0,10,0,20000,0,0,4,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11110041,1,11110041,金牛战链,0,0,4,0,0,0,0,162,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,1,0,10,0,20000,0,0,4,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11110051,1,11110051,金牛战镯,0,0,5,43,72,43,72,108,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,1,0,10,0,20000,0,0,4,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11110061,1,11110061,金牛战戒,0,0,6,0,0,0,0,162,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,1,0,10,0,20000,0,0,4,0,99999,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
